backend,build_docs_per_s,build_s,client_cpu_usec,client_end_anon_mib,client_end_file_mib,client_peak_anon_mib,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,end_anon_mib_sum,engine_version,friend_age_by_city_mean_ms,friend_age_by_city_min_ms,friend_age_by_city_rows,heap,hop1_p50_ms,hop1_p95_ms,hop1_p99_ms,hop2_p50_ms,hop2_p95_ms,hop2_p99_ms,ingest_rows_per_s,ingest_s,insert_mean_ms,insert_n,insert_p50_ms,insert_p95_ms,insert_p99_ms,k,lane,manifest,mem_cap,mem_split,n_docs,n_persons,n_queries,n_rows,olap_agg_by_region_ms,olap_filtered_avg_ms,olap_range_agg_ms,olap_status_histogram_ms,olap_top_customers_ms,olap_total_ms,oltp_ops_per_s,oltp_total_s,peak_anon_mib_sum,peak_mib_sum,point_p50_ms,point_p95_ms,point_p99_ms,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,read_mean_ms,read_n,read_p50_ms,read_p95_ms,read_p99_ms,recall_at_10,rep,run_id,same_city_edges_mean_ms,same_city_edges_min_ms,same_city_edges_rows,scale,schema_s,server_cpu_usec,server_end_anon_mib,server_end_file_mib,server_peak_anon_mib,server_peak_mib,tier,top_degree_mean_ms,top_degree_min_ms,top_degree_rows,topology,ts_utc,update_mean_ms,update_n,update_p50_ms,update_p95_ms,update_p99_ms,workload,write_p50_ms,write_p95_ms
arcadedb_graph_server,,7.44,800010,18.6,0.1,19.0,22.1,0.234,27964744,0-11,,3571.4,server:latest,,,,4g,1.462,2.016,2.38,1.798,2.552,3.24,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,1.39,3582.4,3670.8,1.49,2.076,2.298,,,,,,,0,,,,,,,5,l2_arcadedb_graph_server_oltp_r5,,,,tiny,,27164734,3552.8,81.1,3563.4,3648.7,paper,,,,client_server,2026-07-11T01:22:09.339988+00:00,,,,,,oltp,2.042,2.551
ladybug_graph,,0.37,749240,194.5,5.4,194.5,240.2,0.133,749240,0-11,,194.5,ladybug:0.18.1,9.37,9.13,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,,194.5,240.2,,,,,,,,,,0,,,,,,,1,l2_ladybug_graph_olap_r1,9.96,9.5,10,tiny,,,,,,,paper,0.9,0.72,10,embedded,2026-07-11T01:22:20.938742+00:00,,,,,,olap,,
arcadedb_server,,,2623703,17.4,0.1,17.5,20.9,0.051,16980628,0-11,,2095.2,server:latest,,,,4g,,,,,,,32211.6,1.55,1.2007,979,1.166,1.6811,1.8395,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,1199.9,,2100.3,2246.3,,,,,,,,,,0,0.7098,3060,0.6749,0.9994,1.1641,,2,l1_arcadedb_server_oltp_r2,,,,tiny,0.188,14356925,2077.8,6.4,2082.8,2225.4,paper,,,,client_server,2026-07-11T01:22:22.252170+00:00,0.8527,961,0.8266,1.2048,1.3918,oltp,,
neo4j_graph,,5.72,3240771,87.7,1.0,87.7,94.1,0.745,32593721,0-11,,4655.1,neo4j-driver:6.2.0,70.31,64.6,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,4655.1,5015.5,,,,,,,,,,0,,,,,,,5,l2_neo4j_graph_olap_r5,62.58,61.45,10,tiny,,29352950,4567.4,326.5,4567.4,4921.4,paper,44.61,37.39,10,client_server,2026-07-11T01:22:31.062263+00:00,,,,,,olap,,
milvus_sparse,18434.4,5.42,5153815,71.1,1.0,71.1,78.4,2.156,10035878,0-11,30000,559.5,milvus,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,559.5,636.5,,,,1207.7,0.828,195,0.81,0.928,1.361,0,,,,,,1.0,2,l3s_milvus_sparse_search_r2,,,,tiny,,4882063,488.4,62.3,488.4,558.0,paper,,,,client_server,2026-07-11T01:22:49.567767+00:00,,,,,,search,,
arcadedb_sparse_embedded_fp32,17640.0,5.67,18300455,2808.1,94.4,2808.1,2915.5,0.474,18300455,0-11,30000,2808.1,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2808.1,2915.5,,,,606.3,1.649,195,1.491,2.625,3.424,0,,,,,,1.0,2,l3s_arcadedb_sparse_embedded_fp32_search_r2,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:23:00.754869+00:00,,,,,,search,,
arcadedb_server,,,2676661,17.4,0.1,17.5,19.8,0.052,17509083,0-11,,2713.9,server:latest,,,,4g,,,,,,,32254.4,1.55,1.3128,979,1.31,1.7234,1.8607,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,1142.8,,2714.3,2860.8,,,,,,,,,,0,0.7324,3060,0.713,0.9878,1.1398,,4,l1_arcadedb_server_oltp_r4,,,,tiny,0.185,14832422,2696.5,26.5,2696.8,2841.0,paper,,,,client_server,2026-07-11T01:23:13.095697+00:00,0.8834,961,0.8657,1.2172,1.3928,oltp,,
elasticsearch_sparse,5758.6,17.37,5226841,47.1,0.7,47.1,52.4,0.746,64218610,0-11,30000,3125.1,9.4.1,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,3365.3,3465.2,,,,379.9,2.632,195,2.324,4.144,5.65,0,,,,,,0.946,2,l3s_elasticsearch_sparse_search_r2,,,,tiny,,58991769,3078.0,27.3,3318.2,3412.7,paper,,,,client_server,2026-07-11T01:23:22.139170+00:00,,,,,,search,,
arcadedb_server,,,376082,17.3,0.1,17.5,20.0,0.05,13449853,0-11,,2476.3,server:latest,,,,4g,,,,,,,30373.6,1.65,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,79.288,38.862,33.613,37.349,57.16,246.272,,,2501.5,2569.9,,,,,,,,,,0,,,,,,,3,l1_arcadedb_server_olap_r3,,,,tiny,0.197,13073771,2459.0,52.7,2484.0,2549.9,paper,,,,client_server,2026-07-11T01:23:58.687949+00:00,,,,,,olap,,
duckdb,,,1509902,110.3,3.5,110.3,119.8,0.053,1509902,0-11,,110.3,1.5.4,,,,4g,,,,,,,117545.6,0.43,,,,,,,l1,20260711T010336Z,8g,,,,,50000,1.934,0.711,0.359,2.226,0.987,6.217,,,110.3,119.8,,,,,,,,,,0,,,,,,,4,l1_duckdb_olap_r4,,,,tiny,0.024,,,,,,paper,,,,embedded,2026-07-11T01:24:05.273802+00:00,,,,,,olap,,
postgres,,,1767008,22.0,0.8,22.0,25.1,0.116,3519367,0-11,,26.1,17.10 (Debian 17.10-1.pgdg13+1),,,,4g,,,,,,,333961.9,0.15,2.7554,979,2.8307,3.2102,3.367,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,755.0,,28.3,123.0,,,,,,,,,,0,0.4428,3060,0.4494,0.734,0.8101,,2,l1_postgres_oltp_r2,,,,tiny,0.018,1752359,4.1,83.3,6.3,97.9,paper,,,,client_server,2026-07-11T01:24:06.597937+00:00,2.6743,961,2.7241,3.1267,3.2606,oltp,,
postgres,,,278617,21.9,0.8,21.9,24.6,0.118,1046065,0-11,,25.9,17.10 (Debian 17.10-1.pgdg13+1),,,,4g,,,,,,,371956.9,0.13,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,4.877,2.458,2.488,4.266,3.501,17.59,,,28.2,122.7,,,,,,,,,,0,,,,,,,1,l1_postgres_olap_r1,,,,tiny,0.018,767448,4.1,83.6,6.3,98.1,paper,,,,client_server,2026-07-11T01:24:17.364033+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18708.8,5.35,17020931,2809.2,81.9,2809.2,2903.1,0.481,17020931,0-11,30000,2809.2,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2809.2,2903.1,,,,566.0,1.767,195,1.584,2.815,3.862,0,,,,,,0.996,5,l3s_arcadedb_sparse_embedded_nocompact_search_r5,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:24:21.351614+00:00,,,,,,search,,
arcadedb_embedded,,,9471716,2678.7,293.8,2678.7,2990.4,0.37,9471716,0-11,,2678.7,26.8.1.dev0,,,,4g,,,,,,,37495.0,1.33,0.5912,979,0.6278,0.7404,0.803,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,4600.4,,2678.7,2990.4,,,,,,,,,,0,0.0889,3060,0.0791,0.1555,0.1921,,4,l1_arcadedb_embedded_oltp_r4,,,,tiny,0.157,,,,,,paper,,,,embedded,2026-07-11T01:24:33.191240+00:00,0.2455,961,0.2453,0.4026,0.4829,oltp,,
arcadedb_server,,,2684693,17.4,0.1,17.5,20.7,0.05,18154518,0-11,,2720.2,server:latest,,,,4g,,,,,,,29917.5,1.67,1.3139,979,1.3949,1.7785,1.9228,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,1106.7,,2725.7,2877.4,,,,,,,,,,0,0.7704,3060,0.769,1.0583,1.1708,,5,l1_arcadedb_server_oltp_r5,,,,tiny,0.195,15469825,2702.9,62.6,2708.2,2856.7,paper,,,,client_server,2026-07-11T01:24:37.025400+00:00,0.9099,961,0.9036,1.2669,1.5343,oltp,,
arcadedb_sparse_embedded,17753.6,5.63,17839679,2792.9,79.1,2792.9,2884.4,0.464,17839679,0-11,30000,2792.9,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2792.9,2884.4,,,,594.6,1.682,195,1.474,2.854,3.204,0,,,,,,0.996,2,l3s_arcadedb_sparse_embedded_search_r2,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:24:46.330157+00:00,,,,,,search,,
